OC1,OC3,HI1,HI2,HI3,HI4,HRA1,HRA1A,HRA1B,HRA1E,CP1,CP2,CP3,CP4,CP5,HP1,HP2,HP3,HP4,HP5,HP5A,HP6,HP7A,HP7B,HP7C,HP7D,HP7D1,HP7D2,HP7D3,HP7E,HP7E1,HP7F,HP7F1,HP7F2,HP7F3,HP7F4,HP7F5,HP7F6,HP7F7,HP7F8,HP7F9,HP7F10,HP7F11,HP7G,HP8,HPR1_1,HPR1_1A,HPR1_1B,HPR1_1C,HPR1_2A,HPR1_2B,HPR1_2C,HPR1_2D,HPR1_2E,HPR1_2F,HPR1_2G,HPR1_2H,HPR1_2I,HPR1_2J,HPR1_2K,HPR2_1,HPR2_1A,HPR2_1B,HPR2_1C,HPR2_2A,HPR2_2B,HPR2_2C,HPR2_2D,HPR2_3A,HPR2_3B,HPR2_3C,HPR2_3D,HPR2_4A,HPR2_4B,HPR2_4C,HPR2_4D,HPR2_4E,HPR3_1,HPR3_1A,HPR3_1B,HPR3_1C,HPR3_2,HPR4_1,HPR4_1A,HPR4_1B,HPR4_1C,HPR4_2A,HPR4_2B,HPR4_2C,HPR4_2D,HPR4_2E,HPR4_2F,HPR4_2G,HPR4_2G1,HPR4_2G2,HPR4_2G3,HPR4_2G4,HPR4_2G5,HPR4_2G6,HPR4_2G7,HPR5_1,HPR5_1A,HPR5_1B,HPR6_1,HPR6_1A,HPR6_1B,HPR6_1C,HPR7_1,HPR7_1A,HPR7_1B,HPR7_1C,HPR8_1,HPR8_1A,HPR8_1B,HPR8_1C,HPR9_1,HPR9_1A,HPR9_1B,HPR9_1C,HS11,HS11_2,HS11A,HS12,HS12_2,HS13,HS13_2,HS14,HS14_2,HS15,HS15_2,HS16,HS16_2,HS17,HS17_2,HS18,HS18_2,HS19,HS19_2,HS2A,HS2B,HS3,DM11M1,DM11M2,DM11M3,DM12M1,DM12M2,DM12M3,DM13M1,DM13M2,DM13M3,DM14M1,DM14M2,DM14M3,DM15M1,DM15M2,DM15M3,DM16M1,DM16M2,DM16M3,DM17M1,DM17M2,DM17M3,DM18M1,DM18M2,DM18M3,DM19M1,DM19M2,DM19M3,DM20M1,DM20M2,DM20M3,DM2A,DM2B,DM3,KP2,KP3_1,KP3_2,KP3_3,KP4,KP5A,KP5C,KP5E,KP5F,KP5G,KP5H,KP5J,KP5J_01,WL1,WL2,WL3M1,WL3M2,WL3M3,WL3M4,WL3M5,WL5,WL6,WL7,WL8,WL9,WL11,WL12,WL14,WL15,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,OSH1,OSH2,OSH3,OSH4,OSH5,OSH6,OSH7_1,OSH7_2,OSH7_3,E1M1,E1M2,E1M3,E1M4,E1M5,E1M6,E1M7,E1M8,E1M9,E2,WD1_1,WD1_2,WD2,WD3,WD4,WD5,WD6,WD7,HPR5_2A_S,HPR5_2B_S,HPR5_2C_S,HPR5_2D_S,HPR5_2E_S,WL1_1_S,WL1_2_S,WL1_3_S,WL1_4_S,WL1_5_S,HPR9_2A_S,HPR9_2B_S,HPR9_2C_S,HPR9_2D_S,HPR9_2E_S,HPR9_2F_S,HPR8_2A_S,HPR8_2B_S,HPR8_2C_S,HPR8_2D_S,HPR8_2E_S,HPR7_2A_S,HPR7_2C_S,HPR7_2D_S,HPR7_2E_S,HPR7_2F_S,HPR6_2A_S,HPR6_2B_S,HPR6_2C_S,HPR6_2D_S,HPR6_2E_S,OSH7_1_S,OSH7_2_S,OSH7_4_S,OSH7_6_S,OSH8_S,OSH81A_S,OSH81B_S,OSH81C_S,KP1A_S,KP1B_S,KP1C_S,KP1D_S,KP1E_S,KP1F_S,xxx,KP1G_S_01,HOSPITAL,OC1_07,WL3_05,E1_09,Suppquex,Id,Region,CDC_Region,Industry,Size,Varstrata,"Filwt_worksite,,,,"
,4,1,3,1,1,1,1,1,,2,2,2,2,2,1,5,1,1,5,,1,1,1,2,2,,,,2,,2,,,,,,,,,,,,1,3,2,,,,2,1,2,2,2,2,2,2,1,2,2,2,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,2,,,,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,,,2,,,,2,,,,2,,,,2,,,,2,9,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,3,,,,,,,,,,,,,3,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,5,5,2,2,2,1,3,5,5,3,1,5,1,2,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,2,4,0.15,0.15,0.60,0.85,0.25,0.25,0.75,,2,2,1,1,1,9,9,9,9,9,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2,2,,0,,,,1,43656,5,10,4,1,529,"325.95916379,,,,"
7,2,1,1,2,1,2,,,,2,2,2,1,2,1,3,1,1,5,,2,1,1,2,2,,,,,,2,,,,,,,,,,,,2,,1,3,1,2,2,1,1,2,2,2,1,1,2,2,2,2,,,,1,2,2,1,2,1,1,2,2,2,2,2,2,2,,,,1,2,,,,1,2,2,2,2,1,1,2,2,1,,2,1,1,2,,,2,,,,2,,,,2,,,,2,,,,2,9,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,3,,,,,,,,,,,,,2,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,3,3,4,4,4,3,4,3,3,1,1,2,1,2,1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,6,0.30,0.10,0.85,0.85,0.03,0.03,0.00,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mgr/Cfo,,,2,43661,2,4,5,4,204,"1705.0166377,,,,"
7,3,1,3,1,1,2,,,,1,1,1,1,2,1,5,1,2,4,1,1,1,1,2,2,,,,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,,,,,2,2,1,2,1,1,1,2,1,,,2,2,,,,,2,,,,,1,2,1,1,2,1,1,1,1,1,1,1,1,1,2,,,1,1,1,2,,,,,,,,,2,,,,1,1,1,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,3,1,3,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,2,2,,,,,,,,,,,,,,2,1,1,2,1,2,2,1,1,1,2,1,1,1,2,1,3,3,4,3,5,1,3,3,3,4,4,4,1,2,1,1,1,1,1,,,1,1,1,1,1,1,1,1,2,7,0.25,0.45,0.90,0.75,0.45,0.15,0.03,,,2,1,1,2,1,1,1,1,1,2,2,2,2,2,1,2,1,2,2,2,1,1,1,1,1,2,1,2,1,2,1,2,2,2,1,,,,1,1,,,2,2,2,,1,Director,,,1,43699,2,3,7,8,0,"47.793940929,,,,"
1,4,1,,2,1,1,2,4,2,1,1,1,1,1,1,3,1,1,4,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,2,2,2,1,9,3,1,3,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,1,1,1,1,1,1,2,2,1,2,1,1,1,1,2,1,3,4,1,,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,1,1,4,1,1,3,4,1,1,3,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,2,9,2,9,3,4,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,2,2,4,1,2,1,1,2,2,4,1,2,1,2,2,1,2,,2,1,1,1,1,2,2,2,2,1,1,1,1,2,,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,2,9,,,,,0.70,0.70,0.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,43703,2,4,6,1,209,"520.45475425,,,,"
3,2,3,,2,2,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,3,2,2,2,2,1,2,2,2,,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,43734,4,8,3,1,409,"1021.7644822,,,,"
1,2,1,3,2,1,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,3,2,1,2,1,2,1,1,1,1,2,1,1,2,2,2,1,1,2,2,4,1,2,1,4,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,5,0.10,0.01,0.30,0.00,0.00,0.00,0.00,0.02,5,5,5,5,5,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,2,2,9,9,9,5,5,5,5,5,5,5,,0,,"Paid Professiol Development time off to attend classes, semirs, etc.",,1,43759,4,8,4,2,418,"829.93170351,,"
,3,1,3,2,1,1,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,,,,,,,,,,,,2,1,1,3,1,2,2,2,2,1,1,2,2,1,1,1,2,1,1,1,3,1,1,1,2,2,2,2,2,9,9,9,9,9,1,1,1,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,4,2,,,,1,3,1,3,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,3,3,1,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,1,2,,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,3,2,3,1,2,1,2,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,1,2,7,0.10,0.30,0.60,0.30,0.10,0.00,0.00,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,43791,4,6,7,2,0,"47.793940929,,,,"
7,1,2,3,2,1,1,3,,2,1,1,1,1,1,1,5,1,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,1,3,1,,2,1,2,2,1,2,1,1,2,1,1,1,1,1,,1,2,2,1,2,2,1,2,2,2,2,2,2,1,3,1,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,,1,1,1,,1,1,1,,1,1,1,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,2,1,1,2,2,1,2,2,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,1,2,1,2,2,4,1,2,1,1,1,1,2,1,2,1,1,2,2,2,,2,1,1,1,1,2,2,1,2,1,1,2,1,2,1,2,3,1,3,1,2,2,3,1,1,1,3,3,1,2,1,1,1,1,1,1,2,1,2,2,2,2,1,2,2,1,10,,,,,0.35,0.00,0.00,,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,2,1,2,1,1,2,9,9,9,1,2,1,1,2,1,1,"ADA, Susan V Coman.",0,Compliance,,Ergonomic,1,43829,5,9,4,3,475,"1473.1132672,,,"
1,4,2,2,2,1,,,,,1,1,,1,1,1,4,2,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,43847,4,8,6,1,433,"1332.0223198,,,,"
7,3,2,3,1,1,1,2,2,,1,1,1,1,2,1,3,1,1,5,,1,2,2,2,2,,,,2,,2,,,,,,,,,,,,5,2,2,,,,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,,,,2,2,,,,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,,,1,3,1,2,2,,,,2,,,,2,,,,2,9,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,2,3,,,,,,,,,,,,,1,1,1,1,2,2,2,1,2,1,1,2,1,2,2,2,2,3,5,5,5,2,2,2,5,5,2,2,1,2,2,1,1,1,1,,,1,2,2,2,2,2,1,1,2,6,0.40,0.20,0.80,,,,,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,,,1,,1,2,2,2,1,1,1,1,2,1,,,1,Infection Prevention,,,1,43880,3,5,7,5,0,"47.793940929,,,,"
1,2,2,3,2,1,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,3,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,3,3,3,3,2,1,3,1,4,4,3,4,1,1,2,1,2,1,2,2,1,2,1,2,2,1,1,2,1,2,6,0.50,0.05,0.10,0.70,0.10,0.00,0.00,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,43881,3,7,4,2,362,"689.41196856,,,,"
7,2,2,3,2,1,2,,,,1,1,1,2,2,1,3,1,1,2,2,2,1,1,1,1,2,1,1,1,2,2,,,,,,,,,,,,,3,1,3,1,3,1,1,1,1,1,2,2,1,1,1,2,2,,,,1,2,2,2,1,1,1,2,2,2,2,2,2,2,,,,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,2,,,2,,,,2,,,,2,,,,2,,,,2,9,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,3,2,2,1,2,1,1,2,,3,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,1,3,1,4,2,1,1,1,1,1,1,1,1,2,1,1,1,,1,1,2,2,1,1,1,2,1,1,2,7,0.14,0.04,0.52,0.90,0.24,0.24,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,COO,,,2,43888,3,5,4,1,249,"2060.0418695,,,,"
7,2,1,1,2,1,1,2,2,2,1,1,1,1,1,1,5,1,1,1,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,6,3,2,,,,2,2,2,2,2,2,2,2,2,2,2,2,,,,1,2,2,2,2,2,1,2,2,2,2,2,2,2,,,,,2,,,,2,2,,2,2,2,2,,,,,,,,2,,,2,,,,2,,,,2,,,,2,,,,1,1,,1,1,1,1,1,1,,,,,,,,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,3,,,,,,,,,,,,,,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,3,1,3,5,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,10,0.15,0.02,0.10,0.90,0.10,0.90,0.90,0.05,2,2,1,1,1,,,,,,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,0,President and Safety Director,,,1,43898,3,7,1,1,337,"583.67638786,,,,"
1,3,2,1,2,1,2,,,,2,1,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,1,1,1,2,1,2,2,2,2,1,1,1,2,2,2,2,,1,5,4,4,1,1,4,1,1,1,4,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,6,,,,0.75,,0.25,0.00,0.20,5,5,5,5,5,2,2,2,2,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,9,9,9,5,5,5,5,5,5,5,,1,,,,1,43916,4,6,7,4,0,"47.793940929,,,,"
1,3,2,3,2,1,1,1,4,2,1,1,1,1,1,1,4,1,1,4,4,1,1,1,1,1,1,1,1,2,,1,1,1,1,1,2,2,1,1,2,1,2,7,1,1,3,1,3,1,1,1,2,,1,1,1,2,2,2,1,3,1,3,1,1,2,1,2,2,1,2,1,1,2,2,2,2,,,,2,2,,,,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,,,2,,,,2,,,,1,1,1,2,2,,,,1,1,1,1,1,1,1,1,1,2,9,1,1,1,1,1,1,1,1,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,,,,1,2,2,1,2,2,1,2,2,,,,4,2,1,1,1,2,2,2,1,2,2,1,2,1,2,,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,5,3,5,2,,3,3,1,1,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,7,0.25,0.10,0.70,0.35,0.10,0.00,0.00,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,43923,3,7,5,4,372,"118.93886753,,,,"
,2,2,3,,1,2,,,,1,2,,1,2,1,2,2,,1,2,,1,1,1,2,,,,,,,,,,,,,,,,,,,3,1,1,2,1,2,2,2,2,2,2,1,2,1,2,,2,,,,1,2,2,1,2,1,1,2,2,2,1,2,2,1,3,2,1,,1,3,2,1,1,,1,,,,1,1,2,1,,2,4,1,,,,,,,,1,3,4,1,1,1,4,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,2,1,2,2,2,2,1,2,2,1,2,2,1,2,2,,,,,,,,,,1,2,2,,,,,,,4,,2,1,,,,,,1,,2,2,1,2,,2,1,2,1,1,2,2,2,1,1,,1,,2,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,7,,,,,0.50,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,44005,3,5,1,4,228,"639.3035096,,,,"
7,2,2,3,1,1,2,,,,1,1,,2,2,1,5,1,2,5,,1,1,1,2,2,,,,1,,2,,,,,,,,,,,,1,3,2,,,,2,2,2,2,2,2,2,2,2,2,1,1,1,1,,1,2,2,2,2,2,2,2,9,9,9,9,9,2,,,,,2,,,,2,2,,2,1,2,1,1,1,2,,1,1,1,2,,,2,,,,2,,,,2,,,,2,,,,2,9,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,,4,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,3,,2,3,,,,,,,,,,,,,3,2,1,1,1,2,2,1,1,1,1,1,1,2,2,2,3,1,2,3,2,1,4,3,1,2,1,1,2,,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,7,0.05,0.10,0.50,0.10,0.10,0.90,0.00,0.10,2,2,1,1,2,9,9,9,9,9,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,2,1,1,2,1,2,1,1,2,,2,9,9,9,2,2,2,2,2,1,2,,0,Office Admin,,,1,44010,1,1,4,2,26,"574.79439344,,,,"
7,2,1,3,2,1,2,,,,2,2,2,2,2,1,2,1,1,5,,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,2,1,3,1,1,3,1,3,2,2,2,2,1,2,2,2,1,1,2,2,,,,1,2,2,2,2,2,2,2,9,9,9,9,9,2,,,,2,2,,,,2,2,1,1,2,1,1,2,2,2,1,1,1,1,2,,,2,,,,1,3,1,4,1,3,1,4,2,,,,2,9,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,1,2,3,,,,,,,,,,,,,3,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,9,0.25,0.00,0.05,1.00,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,administrative assistant,,,2,44040,4,6,2,1,289,"1810.2814551,,,,"
1,1,2,3,2,1,2,,,,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,,,,,,,,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,0.90,0.00,,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,44048,5,10,4,2,530,"288.78887043,,,,"
7,2,2,3,2,1,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,4,3,5,4,5,2,3,2,2,2,4,2,2,,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,3,0.10,0.10,0.10,0.75,0.20,0.00,0.00,0.10,5,5,5,5,5,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,9,9,9,5,5,5,5,5,5,5,,0,GM,,,1,44058,3,5,2,1,233,"3215.0746094,,,,"
7,2,3,,2,2,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Owner/Mager,,,2,44063,1,1,4,1,25,"1120.7853901,,,,"
7,2,3,,2,2,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,3,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,5,3,5,1,2,3,3,3,3,4,2,,2,1,1,1,,1,2,2,2,1,2,2,2,2,1,2,9,0.00,0.00,0.95,0.75,0.01,0.05,0.00,0.01,5,5,5,5,5,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,9,9,9,5,5,5,5,5,5,5,,0,Office Mgr,,,1,44091,3,5,5,1,257,"2324.144746,,,,"
6,2,2,3,1,1,2,,,,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,2,2,1,2,1,2,2,1,1,1,2,1,1,2,2,2,3,3,4,4,4,1,4,4,4,3,4,4,2,,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,5,0.12,0.13,0.44,0.38,0.00,0.27,0.00,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,44145,5,9,2,2,458,"1335.0384795,,,,"
